Web dev,App dev,Coding,AI,Cloud Computing,Architecture,Buisness administration,Full Stack,Ethical Hacking,Space,Aircrafts,Software Engineering,Graphics Designing,Role,,,
Poor,Poor,Poor,Poor,Beginner,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Average,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Slightly Interested,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Moderately Interested,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Average,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Slightly Interested,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Moderately Interested,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Not Interested,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Poor,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Beginner,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Slightly Interested,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Moderately Interested,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Not Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Poor,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Beginner,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Average,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Not Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Poor,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Beginner,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Average,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Slightly Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Slightly Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Moderately Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Not Interested,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Beginner,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Average,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Slightly Interested,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Poor,Poor,Poor,Poor,Poor,Moderately Interested,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Average,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Slightly Interested,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Beginner,Beginner,Beginner,Beginner,Beginner,Moderately Interested,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Not Interested,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Poor,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Beginner,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Slightly Interested,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Average,Average,Average,Average,Average,Moderately Interested,Highly Interested,Average,Average,Average,Average,Average,Average,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Not Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Poor,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Beginner,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Average,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Not Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Poor,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Beginner,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Average,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Slightly Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,"B.A. , B.A.(Hons)",,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Slightly Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Moderately Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Not Interested,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Beginner,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Average,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Slightly Interested,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Moderately Interested,Poor,Poor,Poor,Poor,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Not Interested,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Poor,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Average,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Slightly Interested,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Moderately Interested,Beginner,Beginner,Beginner,Beginner,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Not Interested,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Poor,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Beginner,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Slightly Interested,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Moderately Interested,Average,Average,Average,Average,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Not Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Poor,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Beginner,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Average,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Moderately Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Not Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Poor,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Beginner,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Average,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Slightly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Slightly Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Moderately Interested,Not Interested,Not Interested,Not Interested,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Not Interested,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Beginner,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Average,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Slightly Interested,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Moderately Interested,Poor,Poor,Poor,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Not Interested,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Poor,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Average,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Slightly Interested,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Moderately Interested,Beginner,Beginner,Beginner,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Not Interested,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Poor,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Beginner,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Slightly Interested,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Moderately Interested,Average,Average,Average,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Not Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Poor,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Beginner,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Average,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Moderately Interested,Slightly Interested,Slightly Interested,Slightly Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Not Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Poor,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Beginner,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Average,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Slightly Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Slightly Interested,Not Interested,Not Interested,IT,,,
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Moderately Interested,Not Interested,Not Interested,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Not Interested,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Beginner,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Average,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Slightly Interested,Poor,Poor,IT,,,
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Moderately Interested,Poor,Poor,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Not Interested,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Poor,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Average,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Slightly Interested,Beginner,Beginner,IT,,,
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Moderately Interested,Beginner,Beginner,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Not Interested,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Poor,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Beginner,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Slightly Interested,Average,Average,IT,,,
Average,Average,Average,Average,Average,Average,Average,Highly Interested,Average,Average,Moderately Interested,Average,Average,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Not Interested,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Poor,Slightly Interested,Slightly Interested,IT,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Beginner,Slightly Interested,Slightly Interested,IT,,,
